Report date;Property no.;Property name;Street address;Postal code;City;Lease no.;Tenant;Business ID;Tenant brand;Tenant group;Region;Lease type;Type of use;Building ID;Lease unit;ModelTreeID;Construction year;Renovation year;Leasable area (sqm);Quantity (pcs);Lease started;Beginning lease;Lease expiry date (fixed term);Earliest notice date (landlord);Notice period (landlord);Earliest possible expiry date; Notice period (tenant) ;Lease maturity;Conditions for lease extension;Capital rent; Maintenance rent ; Maintenance rent adjustments ;Supplements; Investment rent ; Discounts ;Total monthly rent;Rent type;VAT tax base; Base rent ;Basis of rent increase;Index type;Base index value;Month(s) of rent increase;Latest index review;Latest index value;Minimum rent increase;Tenure;Leasehold termination;Property ID;Beds/rooms;Measured m2;ERV €/m2;Valuation
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;510001436;Etelä-Suomen Syöpäyhdistys - Södra Finlands Cancer Förening r.y.;0288741-8;;Etelä-Suomen Syöpäyhdistys - Södra Finlands Cancer;Uusimaa;Fixed term;Office;,ITA05;F6-1;;2001;;194,00;;1.12.2019;;30.11.2026;;;30.11.2026;;6,08;;4 316,50;656;;;;;4 972,33;;0 %;;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;;;;Freehold;;91-20-2-5             ,;;194,00;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;510001151;HUS-Kuntayhtymä / HUS Tilakeskus;1567535-0;;HUS;Uusimaa;Rolling;Daily services;,ITA05;B1-13, B1-15, B1-16, B1-2, F1-1, F1-2, F1-3;;2001;;794,00;;1.3.2018;;;28.02.2024;12;28.2.2025;12;4,33;;18 300,10;2 670;;;8 745;;29 714,99;;24 %;17 726,10;Index-based;Cost-of-living index (1951:10 = 100);1927;1,;201910;1975;1,50 %;Freehold;;91-20-2-5             ,;;810,50;8,40;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;510001152;Innolink Group Oy;1044664-7;;Innolink Group Oy;Uusimaa;Rolling;Office;,ITA05;F5-1;;2001;;235,00;;15.9.2017;;;31.05.2020;6;31.5.2021;6;0,58;;4 747,85;790;;;;;5 538,09;;24 %;4 474,00;Index-based;Cost-of-living index (1951:10 = 100);1929;1,;201910;1975;2,00 %;Freehold;;91-20-2-5             ,;;236,00;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;510001156;REnium Advisors Oy;1973508-2;;REnium Advisors Oy;Uusimaa;Rolling;Office;,ITA05;B1-18;;2001;;11,00;;1.4.2017;;;31.07.2017;3;28.2.2021;3;0,33;;119,01;37;;;;;156,00;;24 %;115,50;Index-based;Cost-of-living index (1951:10 = 100);1923;1,;20191;1950;1,00 %;Freehold;;91-20-2-5             ,;;11,00;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;510001157;Serveria Oy;2453145-5;;Serveria Oy;Uusimaa;Rolling;Office;,ITA05;F9-1;;2001;;51,00;;1.3.2012;;;;3;28.2.2021;3;0,33;;543,91;245;;;;;788,86;;24 %;510,00;Index-based;Cost-of-living index (1951:10 = 100);1850;1,7,;20205;1965;;Freehold;;91-20-2-5             ,;;48,50;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;510001752;Success Clinic Holding Oy;2805269-7;;Success Clinic Holding Oy;Uusimaa;Rolling;Office;,ITA05;F2-5;;2001;;152,00;;1.11.2020;;;31.12.2020;1;31.1.2021;1;0,25;;3 040,00;730;;129;;;3 898,80;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1977;1,;;;;Freehold;;91-20-2-5             ,;;152,00;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;510001427;Suomen muistiasiantuntijat ry;1033946-2;;Suomen muistiasiantuntijat ry;Uusimaa;Rolling;Office;,ITA05;F7-2;;2001;;138,50;;16.12.2019;;31.12.2020;30.09.2020;3;31.12.2020;3;0,16;;2 770,00;468;;;;;3 238,21;;0 %;;Index-based;Cost-of-living index (1951:10 = 100);1965;1,;;;2,00 %;Freehold;;91-20-2-5             ,;;138,50;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;510001158;Sysart Oy;1557733-9;;Sysart Oy;Uusimaa;Rolling;Office;,ITA05;F3-2;;2001;;433,00;;14.8.2017;;30.11.2020;13.02.2020;6;30.11.2020;6;0,08;;8 564,84;1 456;;;;;10 020,91;;24 %;8 070,83;Index-based;Cost-of-living index (1951:10 = 100);1929;1,;201910;1975;2,00 %;Freehold;;91-20-2-5             ,;;418,50;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;510001159;Tata Consultancy Services Limited, filial i Finland;1913753-3;;Tata Consultancy Services Limited, filial i Finlan;Uusimaa;Rolling;Office;,ITA05;F3-3;;2001;;343,00;;1.4.2014;;;;6;31.5.2021;6;0,58;;6 599,86;1 153;;;;;7 753,27;;24 %;6 336,00;Index-based;Cost-of-living index (1951:10 = 100);1897;4,;20202;1976;;Freehold;;91-20-2-5             ,;;342,00;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;ITA05;B1-16/yhteiset (tekn., käytävä, sos. yms);;2001;;10,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-20-2-5             ;;22,50;8,40;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;ITA05;B1-3/varasto;;2001;;38,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-20-2-5             ;;37,50;19,90;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;ITA05;B1-5/varasto;;2001;;14,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-20-2-5             ;;13,50;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;ITA05;B1-8/varasto;;2001;;30,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-20-2-5             ;;29,00;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;ITA05;F1-9/liiketila;;2001;;30,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-20-2-5             ;;30,50;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;ITA05;F2-1/toimistotila;;2001;;576,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-20-2-5             ;;576,50;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;ITA05;F3-1/toimistotila;;2001;;274,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-20-2-5             ;;267,50;;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;ITA05;F5-2/toimistotila;;2001;;212,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-20-2-5             ;;212,50;19,90;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;ITA05;F5-3/toimistotila;;2001;;505,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-20-2-5             ;;506,00;19,90;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;ITA05;F8-1/toimistotila;;2001;;1 119,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-20-2-5             ;;1 088,00;19,90;GEM Property Oy
1.11.2020;5548;Kiinteistö Oy Helsingin Itämerenkatu 5;Itämerenkatu 5;00180;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;ITA05;F9-10/sauna;;2001;;157,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-20-2-5             ;;129,00;19,90;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1341;ANEO Software Oy;2874404-4;Aneo Software;ANEO Software Oy;Uusimaa;Fixed term;Office;,RAT11;M1-02;;2015;;145,00;;30.11.2018;;30.11.2021;;;30.11.2021;;1,08;;2 058,16;938;;;;;2 996,31;;24 %;2 053,99;Index-based;Cost-of-living index (1951:10 = 100);1946;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;147,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1362;Asianajotoimisto Jurentia Oy;2040450-4;Jurentia;Asianajotoimisto Jurentia Oy;Uusimaa;Fixed term;Office;,RAT11;M1-05;;2015;;270,50;;23.4.2019;;22.4.2026;;;22.4.2026;;5,47;;6 234,14;1 750;;;;;7 984,28;;24 %;6 221,50;Index-based;Cost-of-living index (1951:10 = 100);1969;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;271,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;510001652;Automatia Pankkiautomaatit Oy;0974651-1;;Automatia Pankkiautomaatit Oy;Uusimaa;Rolling;Daily services;,RAT11;F1-31;;2015;;4,50;;29.10.2015;;;30.11.2020;3;28.2.2021;3;0,33;;0,00;;;;;;0,00;;0 %;;No rent adjustments;;;;;;;Freehold;;92-61-308-4           ,;;4,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1309;Avecra Oy;0110858-2;Stop@Station;Avecra Oy;Uusimaa;Fixed term;Retail;,RAT11;F1-60;;2015;;103,00;;28.11.2013;;17.12.2021;;;17.12.2021;;1,13;;6 666,56;833;;215;;;7 714,83;;24 %;6 180,00;Index-based;Cost-of-living index (1951:10 = 100);1829;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;99,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1310;Avecra Oy;0110858-2;Stop@Station;Avecra Oy;Uusimaa;Fixed term;Retail;,RAT11;G1-3, Pukukaapit;;2015;;50,00;;28.11.2013;;2.11.2021;;;2.11.2021;;1,00;;3 802,53;405;;125;;;4 332,03;;24 %;3 525,00;Index-based;Cost-of-living index (1951:10 = 100);1829;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;81,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1311;Avecra Oy;0110858-2;Robert's Coffee;Avecra Oy;Uusimaa;Fixed term;Retail;,RAT11;B1-5, F1-03, G1-2;;2015;;194,00;;28.11.2013;;2.11.2021;;;2.11.2021;;1,00;;14 573,66;1 540;;322;;;16 435,96;;24 %;13 510,00;Index-based;Cost-of-living index (1951:10 = 100);1829;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;164,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1318;D & G Mirabella Oy;2495315-6;La Pasteria Italiana;D & G Mirabella Oy;Uusimaa;Fixed term;Retail;,RAT11;B1-2, F1-05, F1-08, F1-28;;2015;;122,30;;28.11.2013;;4.11.2024;;;4.11.2024;;4,01;;5 358,69;963;;;;;6 321,69;;24 %;5 054,50;Index-based;Cost-of-living index (1951:10 = 100);1861;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;122,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;510001550;DNA Kauppa Oy;1620367-0;;DNA Kauppa Oy;Uusimaa;Fixed term;Retail;,RAT11;F1-24;;2015;;54,00;;1.3.2020;;31.3.2021;;;31.3.2021;3;0,41;;3 993,30;437;;147;;;4 577,16;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;;;;Freehold;;92-61-308-4           ,;;54,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1326;Elisa Oyj;0116510-6;Elisa;Elisa Oyj;Uusimaa;Rolling;Retail;,RAT11;Laitepaikka;;2015;;0,00;;1.12.2014;;;;12;30.11.2021;12;1,08;;86,13;;;;;;86,13;;24 %;1 025,65;Index-based;Cost-of-living index (1951:10 = 100);1916;12,;201910;1975;;Freehold;;92-61-308-4           ,;;;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1321;Euro Plastic Oy;2172825-2;Cafe Zino;Euro Plastic Oy;Uusimaa;Fixed term;Retail;,RAT11;F1-01, F1-101, F1-23;;2015;;47,00;;1.6.2018;;31.5.2025;;;31.5.2025;;4,58;;2 252,49;371;;98;;;2 721,81;;24 %;2 247,93;Index-based;Cost-of-living index (1951:10 = 100);1936;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;47,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1356;FinnVape Oy;2746440-3;FinnVape;FinnVape Oy;Uusimaa;Fixed term;Retail;,RAT11;F1-48;;2015;;66,00;;2.5.2018;;1.5.2023;;;1.5.2023;;2,50;;2 700,22;534;;154;;;3 388,16;;24 %;2 694,75;Index-based;Cost-of-living index (1951:10 = 100);1929;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;66,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1347;Fitness24Seven Oy;2402161-5;Fitness24Seven;Fitness24Seven Oy;Uusimaa;Fixed term;Daily services;,RAT11;M1-03;;2015;;725,50;;10.4.2017;;9.4.2032;;;9.4.2032;;11,44;;9 098,78;4 694;;931;;;14 723,77;;24 %;9 038,83;Index-based;Cost-of-living index (1951:10 = 100);1913;1,;201911;1973;;Freehold;;92-61-308-4           ,;;714,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1430;Flowerpro Oy;2682852-7;;Flowerpro Oy;Uusimaa;Rolling;Retail;,RAT11;B1-16;;2015;;13,50;;1.12.2019;;;01.12.2020;3;31.3.2021;3;0,41;;222,88;87;;;;;310,23;;24 %;222,43;Index-based;Cost-of-living index (1951:10 = 100);1969;1,;201911;1973;;Freehold;;92-61-308-4           ,;;11,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1355;FOREX Bank AB filial i Finland;1904387-9;FOREX;FOREX Bank AB filial i Finland;Uusimaa;Fixed term;Retail;,RAT11;F1-49;;2015;;16,50;;4.5.2018;;3.5.2023;;;3.5.2023;;2,50;;820,18;136;-131;;;;825,16;;0 %;763,63;Index-based;Cost-of-living index (1951:10 = 100);1929;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;14,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1449;Glitter Oy;1907297-9;;Glitter Oy;Uusimaa;Rolling;Retail;,RAT11;F1-18;;2015;;54,50;;7.11.2019;;;31.07.2020;6;31.5.2021;6;0,58;;3 668,94;441;;134;;;4 243,85;;24 %;3 597,00;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;201911;1973;2,00 %;Freehold;;92-61-308-4           ,;;54,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1346;Golden Brown Oy;2035285-5;Subway;Golden Brown Oy;Uusimaa;Fixed term;Retail;,RAT11;F1-46;;2015;;129,50;;27.3.2017;;26.3.2022;;;26.3.2022;;1,40;;6 010,28;1 048;;255;;;7 312,94;;24 %;5 998,09;Index-based;Cost-of-living index (1951:10 = 100);1913;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;129,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1338;Grandelux Oy;2750498-9;Grande Parilla;Grandelux Oy;Uusimaa;Fixed term;Retail;,RAT11;F1-02, F1-33;;2015;;203,50;;1.7.2018;;30.6.2025;;;30.6.2025;;4,66;;9 600,26;1 640;;354;;-1 348;10 245,87;;24 %;5 033,59;Index-based;Cost-of-living index (1951:10 = 100);1936;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;203,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;5537001424;Hair Design 5 Oy;2151330-7;Hair Design 5;Hair Design 5 Oy;Uusimaa;Fixed term;Daily services;,RAT11;F1-27;;2015;;81,00;;11.11.2019;;30.11.2026;;;30.11.2026;;6,08;;4 206,74;655;;180;;;5 042,03;;24 %;;Other;;;;;;;Freehold;;92-61-308-4           ,;;81,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1305;Hansafood Oy;1037442-8;Karkkitori;Hansafood Oy;Uusimaa;Fixed term;Grocery;,RAT11;B1-1, F1-13, Pukukaapit;;2015;;80,00;;28.11.2013;;10.11.2020;;;10.11.2020;;0,02;;3 995,09;627;;157;;;4 779,04;;24 %;3 825,00;Index-based;Cost-of-living index (1951:10 = 100);1889;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;79,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;510001723;Hansafood Oy;1037442-8;;Hansafood Oy;Uusimaa;Rolling;Grocery;,RAT11;B1-1, F1-13, Pukukaapit;;2015;;79,50;;11.11.2020;beginning;;30.11.2020;6;31.5.2021;6;0,58;;3 936,47;81;;220;;;4 779,05;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1977;1,;;;;Freehold;;92-61-308-4           ,;;79,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1474;Hao King Oy;2516172-4;Haoking;Hao King Oy;Uusimaa;Fixed term;Daily services;,RAT11;B1-4, F1-04, F1-11, F1-30, Kaasupullovarasto;;2015;;186,50;;18.11.2019;;31.1.2025;;;31.1.2025;;4,25;;9 297,87;1 477;;311;;;11 086,01;;24 %;9 115,56;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;201911;1973;2,00 %;Freehold;;92-61-308-4           ,;;186,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1361;Hermen Oy;0864440-9;Arnolds;Hermen Oy;Uusimaa;Fixed term;Retail;,RAT11;B1-15, G1-14;;2015;;106,00;;26.11.2018;;25.11.2023;;;25.11.2023;;3,07;;4 573,08;829;;192;;;5 594,08;;24 %;4 563,81;Index-based;Cost-of-living index (1951:10 = 100);1946;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;112,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1312;HOK-Elanto Liiketoiminta Oy;1837957-3;S-Market;HOK-Elanto Liiketoiminta Oy;Uusimaa;Fixed term;Grocery;,RAT11;F1-12, Pukukaapit;;2015;;1 907,50;;28.11.2013;;2.11.2024;;;2.11.2024;;4,01;;47 201,02;15 427;;1 965;;;64 592,92;;24 %;43 612,50;Index-based;Cost-of-living index (1951:10 = 100);1823;1,;201911;1973;;Freehold;;92-61-308-4           ,;;1 875,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1348;Instru Optiikka Oy;1789727-2;Instru Optiikka;Instru Optiikka Oy;Uusimaa;Fixed term;Retail;,RAT11;F1-47;;2015;;80,50;;1.4.2017;;9.4.2022;;;9.4.2022;;1,44;;2 908,90;651;;179;;;3 738,96;;24 %;2 889,73;Index-based;Cost-of-living index (1951:10 = 100);1913;1,4,;201911;1973;;Freehold;;92-61-308-4           ,;;80,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1334;iTapsa Services Oy;2476160-5;iTapsa;iTapsa Services Oy;Uusimaa;Fixed term;Retail;,RAT11;G1-4;;2015;;35,00;;15.11.2016;;14.11.2021;;;14.11.2021;;1,04;;2 347,59;283;;96;;;2 726,66;;24 %;2 342,83;Index-based;Cost-of-living index (1951:10 = 100);1912;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;41,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1444;Kaivokukka Oy;0585773-2;;Kaivokukka Oy;Uusimaa;Fixed term;Retail;,RAT11;F1-19;;2015;;62,00;;10.11.2019;;31.12.2027;;;31.12.2027;;7,17;;3 627,00;501;;146;;;4 274,44;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;;;;Freehold;;92-61-308-4           ,;;62,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1363;Kakkugalleria Oy;1511498-3;Kakkugalleria;Kakkugalleria Oy;Uusimaa;Fixed term;Retail;,RAT11;F1-45;;2015;;49,50;;1.4.2019;;31.3.2022;;;31.3.2022;;1,41;;2 244,56;400;;134;;;2 778,90;;24 %;2 240,01;Index-based;Cost-of-living index (1951:10 = 100);1958;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;49,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1342;Kesko Oyj / Vuokrahallinto;0109862-8;K-Supermarket;Kesko Oyj;Uusimaa;Fixed term;Grocery;,RAT11;G1-11;;2015;;353,00;;27.3.2017;;26.3.2027;;;26.3.2027;;6,40;;10 059,51;2 855;;542;;;13 456,49;;24 %;9 993,23;Index-based;Cost-of-living index (1951:10 = 100);1912;1,4,;201911;1973;;Freehold;;92-61-308-4           ,;;304,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1359;Kira ravintola Oy;2849378-3;Thai Orchid;Kira ravintola Oy;Uusimaa;Fixed term;Daily services;,RAT11;B1-17, F1-40;;2015;;139,50;;3.8.2018;;2.8.2023;;;2.8.2023;;2,75;;5 661,24;1 109;;253;;;7 023,07;;24 %;5 649,77;Index-based;Cost-of-living index (1951:10 = 100);1929;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;141,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1451;Marian Konditoria Oy;2758699-6;;Marian Konditoria Oy;Uusimaa;Fixed term;Daily services;,RAT11;F1-09, F1-25;;2015;;48,50;;5.12.2019;;31.12.2022;;;31.12.2022;;2,16;;2 310,58;392;;120;;;2 822,35;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1969;1,;;;2,00 %;Freehold;;92-61-308-4           ,;;48,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1327;Musti ja Mirri Oy;1083808-5;Musti ja Mirri;Musti ja Mirri Oy;Uusimaa;Fixed term;Retail;,RAT11;F1-14;;2015;;123,50;;7.1.2015;;6.1.2021;;;6.1.2021;;0,18;;4 568,73;999;;247;;;5 814,57;;24 %;4 446,00;Index-based;Cost-of-living index (1951:10 = 100);1920;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;124,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1339;Nauharinne Invest Oy;0674122-1;New Hairstore;Nauharinne Invest Oy;Uusimaa;Fixed term;Daily services;,RAT11;F1-20;;2015;;105,00;;1.8.2018;;31.7.2025;;;31.7.2025;;4,75;;4 906,92;849;;;;;5 756,13;;24 %;4 679,41;Index-based;Cost-of-living index (1951:10 = 100);1944;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;105,00;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;5537001375;NREP NSF 1 Sarl;B186446;;NREP NSF 1 Sarl;Uusimaa;Fixed term;Retail;,RAT11;F1-32, Pukukaapit;;2015;;126,50;;1.7.2019;;30.6.2021;;;30.6.2021;;0,66;;;1 107;-621;5 068;;;5 553,20;;0 %;;No rent adjustments;;;;;;;Freehold;;92-61-308-4           ,;;123,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;1331;Pasilan Kuva Oy;2000751-7;Fotoliike;Pasilan Kuva Oy;Uusimaa;Fixed term;Retail;,RAT11;F1-15;;2015;;42,50;;1.4.2018;;3.2.2022;;;3.2.2022;;1,26;;1 230,53;344;;111;;;1 685,26;;24 %;1 228,04;Index-based;Cost-of-living index (1951:10 = 100);1936;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;42,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;510001393;Picnic Finland Oy;0789907-1;;Picnic Finland Oy;Uusimaa;Fixed term;Daily services;,RAT11;B1-3, F1-10, F1-26;;2015;;131,50;;1.1.2020;;31.12.2024;;;31.12.2024;;4,17;;5 978,84;1 046;;241;;;7 265,91;;24 %;5 963,63;Index-based;Cost-of-living index (1951:10 = 100);1960;1,7,;20205;1965;;Freehold;;92-61-308-4           ,;;131,50;;GEM Property Oy
1.11.2020;5549;Kiinteistö Oy Vantaan Ratatie 11;Ratatie 11;01300;Vantaa;510001735;Posti Oy;0109357-9;;Posti Oy;Uusimaa;Fixed term;Daily services;,RAT11;M1-04;;2015;;120,50;;23.11.2020;beginning;31.12.2020;;;31.12.2020;;0,16;;2 000,00;;;;;;2 000,00;;24 %;;No rent adjustments;;;;;;;Freehold;;92-61-308-4           ,;;120,50;15,00;GEM Property Oy
